CPC3-code,CPC3-title,CPC3-title-ZH,ilcd_code,ilcd_category
21496,"Fruits and nuts, provisionally preserved, not for immediate consumption",水果和坚果，临时腌制，不可立即食用,6.11,Materials production: Food and renewable raw materials
21499,"Other prepared and preserved fruits and nuts, n.e.c.",其他配制和腌制水果及坚果，未另分类,6.11,Materials production: Food and renewable raw materials
215,Animal fats,动物脂肪,6.11,Materials production: Food and renewable raw materials
2151,"Animal fats, unrendered",未经加工的动物脂肪,6.11,Materials production: Food and renewable raw materials
21511,"Fats, of pig and poultry, unrendered",猪和家禽脂肪，未煅烧的,6.11,Materials production: Food and renewable raw materials
21512,"Cattle fat, unrendered",牛脂肪，未分割,6.11,Materials production: Food and renewable raw materials
21513,"Buffalo fat, unrendered",水牛脂肪，未加工,6.11,Materials production: Food and renewable raw materials
21514,"Sheep fat, unrendered",羊脂，未分割,6.11,Materials production: Food and renewable raw materials
21515,"Goat fat, unrendered",山羊脂肪，未分割,6.11,Materials production: Food and renewable raw materials
21519,"Other animal fats, unrendered, n.e.c.",其他动物脂肪，未处理，未另分类,6.11,Materials production: Food and renewable raw materials
2152,"Animal fats, rendered",动物脂肪,6.11,Materials production: Food and renewable raw materials
21521,"Pig fat, rendered",猪脂肪，渲染,6.11,Materials production: Food and renewable raw materials
21522,"Poultry fat, rendered",家禽脂肪，渲染,6.11,Materials production: Food and renewable raw materials
21523,Tallow,牛脂,6.11,Materials production: Food and renewable raw materials
21524,Fish-liver oils and their fractions,鱼肝油及其馏分,6.11,Materials production: Food and renewable raw materials
21525,"Fats and oils and their fractions, of fish, other than liver oils",鱼类油脂及其馏分，肝油除外,6.11,Materials production: Food and renewable raw materials
21526,"Fats and oils and their fractions, of marine mammals",海洋哺乳动物的油脂及其馏分,6.11,Materials production: Food and renewable raw materials
21529,"Other animal fats, rendered",其他动物脂肪，渲染,6.11,Materials production: Food and renewable raw materials
2159,"Animal fats and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",部分或全部氢化、酯间化、再酯化或氨化的动物脂肪及其馏分，不论是否精制，但未经进一步制备,6.11,Materials production: Food and renewable raw materials
21590,"Animal fats and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",部分或全部氢化、酯间化、再酯化或氨化的动物脂肪及其馏分，不论是否精制，但未经进一步制备,6.11,Materials production: Food and renewable raw materials
216,Vegetable oils,植物油,6.11,Materials production: Food and renewable raw materials
2161,Soya bean oil,大豆油,6.11,Materials production: Food and renewable raw materials
21611,"Soya bean oil, crude",粗豆油,6.11,Materials production: Food and renewable raw materials
21612,"Soya bean oil, refined",精炼大豆油,6.11,Materials production: Food and renewable raw materials
2162,Groundnut oil,花生油,6.11,Materials production: Food and renewable raw materials
21621,"Groundnut oil, crude",粗花生油,6.11,Materials production: Food and renewable raw materials
21622,"Groundnut oil, refined",花生油，精炼,6.11,Materials production: Food and renewable raw materials
2163,Sunflower-seed and safflower-seed oil,葵花籽油和红花籽油,6.11,Materials production: Food and renewable raw materials
21631,"Sunflower-seed and safflower-seed oil, crude",葵花籽和红花籽油，原油,6.11,Materials production: Food and renewable raw materials
21632,"Sunflower-seed and safflower-seed oil, refined",精制葵花籽油和红花籽油,6.11,Materials production: Food and renewable raw materials
2164,"Rape, colza and mustard oil",油菜、油菜籽和芥子油,6.11,Materials production: Food and renewable raw materials
21641,"Rape, colza and mustard oil, crude",油菜籽油、芥子油、粗油,6.11,Materials production: Food and renewable raw materials
21642,"Rape, colza and mustard oil, refined",精炼油菜籽油、芥子油和芥末油,6.11,Materials production: Food and renewable raw materials
2165,Palm oil,棕榈油,6.11,Materials production: Food and renewable raw materials
21651,"Palm oil, crude",粗棕榈油,6.11,Materials production: Food and renewable raw materials
21652,"Palm oil, refined",精炼棕榈油,6.11,Materials production: Food and renewable raw materials
2166,Coconut oil,椰子油,6.11,Materials production: Food and renewable raw materials
21661,"Coconut oil, crude",粗椰子油,6.11,Materials production: Food and renewable raw materials
21662,"Coconut oil, refined",精炼椰子油,6.11,Materials production: Food and renewable raw materials
2167,Olive oil,橄榄油,6.11,Materials production: Food and renewable raw materials
21671,"Olive oil, crude",橄榄油，原油,6.11,Materials production: Food and renewable raw materials
21672,"Olive oil, refined",精炼橄榄油,6.11,Materials production: Food and renewable raw materials
21673,Oil of olive residues,橄榄渣油,6.11,Materials production: Food and renewable raw materials
2168,Cottonseed oil,棉籽油,6.11,Materials production: Food and renewable raw materials
21681,"Cottonseed oil, crude",粗棉籽油,6.11,Materials production: Food and renewable raw materials
21682,"Cottonseed oil, refined",精炼棉籽油,6.11,Materials production: Food and renewable raw materials
2169,"Other vegetable oils, n.e.c.",其他植物油，未另作规定的,6.11,Materials production: Food and renewable raw materials
21691,"Other vegetable oils, crude or refined, n.e.c.",其他植物油，粗制或精制，未另作规定的,6.11,Materials production: Food and renewable raw materials
21693,"Vegetable oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",部分或全部氢化、酯间化、再酯化或氨化的植物油及其馏分，不论是否精炼，但未经进一步制备,6.11,Materials production: Food and renewable raw materials
217,Margarine and similar preparations,人造黄油和类似制备好的油脂,6.11,Materials production: Food and renewable raw materials
2170,Margarine and similar preparations,人造黄油和类似制备好的油脂,6.11,Materials production: Food and renewable raw materials
21700,Margarine and similar preparations,人造黄油和类似制备好的油脂,6.11,Materials production: Food and renewable raw materials
218,Cotton linters,棉短绒,6.11,Materials production: Food and renewable raw materials
2180,Cotton linters,棉短绒,6.11,Materials production: Food and renewable raw materials
21800,Cotton linters,棉短绒,6.11,Materials production: Food and renewable raw materials
219,"Oil-cake and other residues resulting from the extraction of vegetable fats or oils; flours and meals of oil seeds or oleaginous fruits, except those of mustard; vegetable waxes, except triglycerides; degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes",油饼和提取植物脂肪或油后产生的其他残渣；油料种子或含油水果的面粉和粉末，芥末除外；植物蜡，甘油三酯除外；degras；处理脂肪物质或动物或植物蜡后产生的残渣,12.3,Wastes: Production residues
2191,"Oil-cake and other solid residues, of vegetable fats or oils",植物脂肪或油的油饼和其他固体残渣,12.3,Wastes: Production residues
21910,"Oil-cake and other solid residues, of vegetable fats or oils",植物脂肪或油的油饼和其他固体残渣,12.3,Wastes: Production residues
2192,"Flours and meals of oil seeds or oleaginous fruits, except those of mustard",油料种子或含油水果的面粉和粕，芥末除外,6.1,Materials production: Agricultural production means
21920,"Flours and meals of oil seeds or oleaginous fruits, except those of mustard",油料种子或含油水果的面粉和粕，芥末除外,6.1,Materials production: Agricultural production means
2193,"Vegetable waxes (other than triglycerides), whether or not refined or coloured; degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes",非甘油三酯类植物蜡，无论是否精制或着色；脱脂物；从处理脂肪物质或动植物蜡中产生的残渣,12.3,Wastes: Production residues
21931,"Vegetable waxes (other than triglycerides), whether or not refined or coloured",植物蜡（甘油三酯除外），无论是否精制或着色,6.11,Materials production: Food and renewable raw materials
21932,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,处理脂肪物质或动植物蜡后产生的残留物,12.3,Wastes: Production residues
22,Dairy products and egg products,乳制品和蛋制品,6.11,Materials production: Food and renewable raw materials
221,"Processed liquid milk, cream and whey",加工液态奶、奶油和乳清,6.11,Materials production: Food and renewable raw materials
2211,Processed liquid milk,经加工的液体牛奶,6.11,Materials production: Food and renewable raw materials
22110,Processed liquid milk,经加工的液体牛奶,6.11,Materials production: Food and renewable raw materials
2212,"Cream, fresh",新鲜奶油,6.11,Materials production: Food and renewable raw materials
22120,"Cream, fresh",新鲜奶油,6.11,Materials production: Food and renewable raw materials
2213,Whey,乳清,6.11,Materials production: Food and renewable raw materials
22130,Whey,乳清,6.11,Materials production: Food and renewable raw materials
222,Other dairy products,其他乳制品,6.11,Materials production: Food and renewable raw materials
2221,Milk and cream in solid forms,固体形式的牛奶和奶油,6.11,Materials production: Food and renewable raw materials
22211,Whole milk powder,全脂奶粉,6.11,Materials production: Food and renewable raw materials
22212,Skim milk and whey powder,脱脂奶和乳清粉,6.11,Materials production: Food and renewable raw materials
22219,"Other milk and cream in solid forms, n.e.c.",其他固态乳和奶油，未另作规定的,6.11,Materials production: Food and renewable raw materials
2222,"Milk and cream, concentrated or containing added sugar or other sweetening matter, other than in solid forms",牛奶和奶油，浓缩的或含有添加糖或其他甜味剂的，但不包括固体形式的牛奶和奶油,6.11,Materials production: Food and renewable raw materials
22221,Evaporated milk,淡奶,6.11,Materials production: Food and renewable raw materials
22222,Condensed milk,炼乳,6.11,Materials production: Food and renewable raw materials
22229,"Milk and cream, n.e.c.",牛奶和奶油，未另分类,6.11,Materials production: Food and renewable raw materials
2223,Yoghurt and other fermented or acidified milk and cream,酸奶和其他发酵或酸化的牛奶和奶油,6.11,Materials production: Food and renewable raw materials
22230,Yoghurt and other fermented or acidified milk and cream,酸奶和其他发酵或酸化的牛奶和奶油,6.11,Materials production: Food and renewable raw materials
2224,Butter and other fats and oils derived from milk,从牛奶中提取的黄油和其他油脂,6.11,Materials production: Food and renewable raw materials
22241,Butter and other fats and oils derived from milk of cattle,从牛乳中提取的黄油和其他油脂,6.11,Materials production: Food and renewable raw materials
22242,Butter and other fats and oils derived from milk of buffalo,从水牛奶中提取的黄油和其他油脂,6.11,Materials production: Food and renewable raw materials
22249,Butter and other fats and oils derived from milk of other animals,从其他动物奶中提取的黄油和其他油脂,6.11,Materials production: Food and renewable raw materials
2225,"Cheese, fresh or processed",奶酪，新鲜或加工奶酪,6.11,Materials production: Food and renewable raw materials
22251,"Cheese from milk of cattle, fresh or processed",新鲜或加工的牛乳奶酪,6.11,Materials production: Food and renewable raw materials
22252,"Cheese from milk of buffalo, fresh or processed",新鲜或加工的水牛奶奶酪,6.11,Materials production: Food and renewable raw materials
22253,"Cheese from milk of sheep, fresh or processed",新鲜或加工的羊奶奶酪,6.11,Materials production: Food and renewable raw materials
22254,"Cheese from milk of goats, fresh or processed",新鲜或加工的山羊奶奶酪,6.11,Materials production: Food and renewable raw materials
22259,"Cheese, fresh or processed, n.e.c.",奶酪，新鲜或加工，未另作规定的,6.11,Materials production: Food and renewable raw materials
2226,Casein,酪蛋白,6.11,Materials production: Food and renewable raw materials
22260,Casein,酪蛋白,6.11,Materials production: Food and renewable raw materials
2227,Ice cream and other edible ice,冰淇淋和其他食用冰,6.11,Materials production: Food and renewable raw materials
22270,Ice cream and other edible ice,冰淇淋和其他食用冰,6.11,Materials production: Food and renewable raw materials
2229,Dairy products n.e.c.,乳制品（未另说明,6.11,Materials production: Food and renewable raw materials
22290,Dairy products n.e.c.,乳制品（未另说明,6.11,Materials production: Food and renewable raw materials
223,"Eggs, in shell, preserved or cooked",蛋，带壳，腌制或煮熟,6.11,Materials production: Food and renewable raw materials
2230,"Eggs, in shell, preserved or cooked",蛋，带壳，腌制或煮熟,6.11,Materials production: Food and renewable raw materials
22300,"Eggs, in shell, preserved or cooked",蛋，带壳，腌制或煮熟,6.11,Materials production: Food and renewable raw materials
23,"Grain mill products, starches and starch products; other food products",磨谷制品、淀粉和淀粉制品；其他食品,6.11,Materials production: Food and renewable raw materials
231,Grain mill products,谷物粉制品,6.11,Materials production: Food and renewable raw materials
2311,Wheat and meslin flour,小麦和中筋面粉,6.11,Materials production: Food and renewable raw materials
23110,Wheat and meslin flour,小麦和中筋面粉,6.11,Materials production: Food and renewable raw materials
2312,Other cereal flours,其他谷物面粉,6.11,Materials production: Food and renewable raw materials
23120,Other cereal flours,其他谷物面粉,6.11,Materials production: Food and renewable raw materials
2313,"Groats, meal and pellets of wheat and other cereals",小麦和其他谷物的去壳谷粉、粗粉和团粒,6.11,Materials production: Food and renewable raw materials
23130,"Groats, meal and pellets of wheat and other cereals",小麦和其他谷物的去壳谷粉、粗粉和团粒,6.11,Materials production: Food and renewable raw materials
2314,Other cereal grain products (including corn flakes),其他谷物产品（包括玉米片）,6.11,Materials production: Food and renewable raw materials
23140,Other cereal grain products (including corn flakes),其他谷物产品（包括玉米片）,6.11,Materials production: Food and renewable raw materials
2316,"Rice, semi- or wholly milled, or husked",大米，半碾或全碾，或去壳,6.11,Materials production: Food and renewable raw materials
23161,"Rice, semi- or wholly milled",半碾或全碾的稻米,6.11,Materials production: Food and renewable raw materials
23162,Husked rice,去壳的稻谷,6.11,Materials production: Food and renewable raw materials
2317,Other vegetable flours and meals,其他植物粉和粗粉,6.11,Materials production: Food and renewable raw materials
23170,Other vegetable flours and meals,其他植物粉和粗粉,6.11,Materials production: Food and renewable raw materials
2318,Mixes and doughs for the preparation of bakers' wares,烘烤细点制品的混合料及面团,6.11,Materials production: Food and renewable raw materials
23180,Mixes and doughs for the preparation of bakers' wares,烘烤细点制品的混合料及面团,6.11,Materials production: Food and renewable raw materials
232,Starches and starch products; sugars and sugar syrups n.e.c.,淀粉和淀粉制品；未另列明的糖和糖浆,6.11,Materials production: Food and renewable raw materials
2321,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,葡萄糖和葡萄糖浆；果糖和果糖浆；乳糖和乳糖浆；转化糖；糖和糖 浆（未另列明）；人造蜂蜜；焦糖,6.11,Materials production: Food and renewable raw materials
23210,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,葡萄糖和葡萄糖浆；果糖和果糖浆；乳糖和乳糖浆；转化糖；糖和糖 浆（未另列明）；人造蜂蜜；焦糖,6.11,Materials production: Food and renewable raw materials
2322,Starches; inulin; wheat gluten; dextrins and other modified starches,淀粉；菊粉；麦谷朊；糊精和其他变性淀粉,6.11,Materials production: Food and renewable raw materials
23220,Starches; inulin; wheat gluten; dextrins and other modified starches,淀粉；菊粉；麦谷朊；糊精和其他变性淀粉,6.11,Materials production: Food and renewable raw materials
2323,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, siftings or similar forms",片状、圆粒状、筛屑或类似形状的木薯淀粉和由淀粉制成的代用品,6.11,Materials production: Food and renewable raw materials
23230,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, siftings or similar forms",片状、圆粒状、筛屑或类似形状的木薯淀粉和由淀粉制成的代用品,6.11,Materials production: Food and renewable raw materials
233,Preparations used in animal feeding; lucerne (alfalfa) meal and pellets,用于动物饲养的制剂；苜蓿（紫花苜蓿）粉和颗粒,6.1,Materials production: Agricultural production means
2331,Preparations used in animal feeding,用作家畜饲养的制品,6.1,Materials production: Agricultural production means
23311,"Dog or cat food, put up for retail sale",用于零售的狗粮或猫粮,6.11,Materials production: Food and renewable raw materials
23319,Preparations used in animal feeding n.e.c.,用于动物饲养的制剂（未另分类）,6.1,Materials production: Agricultural production means
2332,Lucerne (alfalfa) meal and pellets,苜蓿（紫苜蓿）粗粉和团粒,6.11,Materials production: Food and renewable raw materials
23320,Lucerne (alfalfa) meal and pellets,苜蓿（紫苜蓿）粗粉和团粒,6.11,Materials production: Food and renewable raw materials
234,Bakery products,焙烤食品,6.11,Materials production: Food and renewable raw materials
2341,"Crispbread; rusks, toasted bread and similar toasted products",黑麦面包干；甜面包干；烤面包和类似烤制食品,6.11,Materials production: Food and renewable raw materials
23410,"Crispbread; rusks, toasted bread and similar toasted products",黑麦面包干；甜面包干；烤面包和类似烤制食品,6.11,Materials production: Food and renewable raw materials
2342,Gingerbread and the like; sweet biscuits; waffles and wafers,姜饼和同类食品；甜饼干；华夫饼和薄脆饼,6.11,Materials production: Food and renewable raw materials
23420,Gingerbread and the like; sweet biscuits; waffles and wafers,姜饼和同类食品；甜饼干；华夫饼和薄脆饼,6.11,Materials production: Food and renewable raw materials
2343,Pastry goods and cakes,糕点和蛋糕,6.11,Materials production: Food and renewable raw materials
23430,Pastry goods and cakes,糕点和蛋糕,6.11,Materials production: Food and renewable raw materials
2349,Bread and other bakers' wares,面包和其他面包师用品,6.11,Materials production: Food and renewable raw materials
23490,Bread and other bakers' wares,面包和其他面包师用品,6.11,Materials production: Food and renewable raw materials
235,Sugar and molasses,糖和糖浆,6.11,Materials production: Food and renewable raw materials
2351,Raw cane or beet sugar,未加工的蔗糖或甜菜糖,6.11,Materials production: Food and renewable raw materials
23511,Cane sugar,蔗糖,6.11,Materials production: Food and renewable raw materials
23512,Beet sugar,甜菜糖,6.11,Materials production: Food and renewable raw materials
2352,Refined sugar,精制糖,6.11,Materials production: Food and renewable raw materials
23520,Refined sugar,精制糖,6.11,Materials production: Food and renewable raw materials
2353,"Refined cane or beet sugar, in solid form, containing added flavouring or colouring matter; maple sugar and maple syrup",固体的、加香料或着色物质的精制蔗糖或甜菜糖和化学纯蔗糖；槭糖和槭糖糖浆,6.11,Materials production: Food and renewable raw materials
23530,"Refined cane or beet sugar, in solid form, containing added flavouring or colouring matter; maple sugar and maple syrup",固体的、加香料或着色物质的精制蔗糖或甜菜糖和化学纯蔗糖；槭糖和槭糖糖浆,6.11,Materials production: Food and renewable raw materials
2354,Molasses,糖蜜,6.11,Materials production: Food and renewable raw materials
23540,Molasses,糖蜜,6.11,Materials production: Food and renewable raw materials
236,"Cocoa, chocolate and sugar confectionery",可可、巧克力和糖果,6.11,Materials production: Food and renewable raw materials
2361,"Cocoa paste, whether or not defatted",脱脂或未脱脂的可可酱,6.11,Materials production: Food and renewable raw materials
23610,"Cocoa paste, whether or not defatted",脱脂或未脱脂的可可酱,6.11,Materials production: Food and renewable raw materials
2362,"Cocoa butter, fat and oil",脂状或油状的可可脂,6.11,Materials production: Food and renewable raw materials
23620,"Cocoa butter, fat and oil",脂状或油状的可可脂,6.11,Materials production: Food and renewable raw materials
2363,"Cocoa powder, not sweetened",不加糖的可可粉,6.11,Materials production: Food and renewable raw materials
23630,"Cocoa powder, not sweetened",不加糖的可可粉,6.11,Materials production: Food and renewable raw materials
2364,"Cocoa powder, sweetened",加糖的可可粉,6.11,Materials production: Food and renewable raw materials
23640,"Cocoa powder, sweetened",加糖的可可粉,6.11,Materials production: Food and renewable raw materials
2365,"Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), in bulk forms",散装的巧克力和其他含有可可的食品（加糖的可可粉除外）,6.11,Materials production: Food and renewable raw materials
23650,"Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), in bulk forms",散装的巧克力和其他含有可可的食品（加糖的可可粉除外）,6.11,Materials production: Food and renewable raw materials
2366,"Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), other than in bulk forms",巧克力和其他含有可可（不包括加糖可可粉）的食品，散装除外,6.11,Materials production: Food and renewable raw materials
23660,"Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), other than in bulk forms",巧克力和其他含有可可（不包括加糖可可粉）的食品，散装除外,6.11,Materials production: Food and renewable raw materials
2367,"Sugar confectionery (including white chocolate), not containing cocoa; vegetables, fruits, nuts, fruit-peel and other parts of plants, preserved by sugar",糖制糖果（包括白巧克力），不含可可；用糖保存的蔬菜、水果、坚果、果皮和植物的其他部分,6.11,Materials production: Food and renewable raw materials
23670,"Sugar confectionery (including white chocolate), not containing cocoa; vegetables, fruits, nuts, fruit-peel and other parts of plants, preserved by sugar",糖制糖果（包括白巧克力），不含可可；用糖保存的蔬菜、水果、坚果、果皮和植物的其他部分,6.11,Materials production: Food and renewable raw materials
237,"Macaroni, noodles, couscous and similar farinaceous products",通心粉、面条、蒸粗麦粉和类似面粉制品,6.11,Materials production: Food and renewable raw materials
2371,"Uncooked pasta, not stuffed or otherwise prepared",未煮熟的、未填料或以其他方式制备好的干面食,6.11,Materials production: Food and renewable raw materials
23710,"Uncooked pasta, not stuffed or otherwise prepared",未煮熟的、未填料或以其他方式制备好的干面食,6.11,Materials production: Food and renewable raw materials
2372,"Pasta, cooked, stuffed or otherwise prepared; couscous",煮熟的、填料的或以其他方式制备好的干面食；蒸粗麦粉,6.11,Materials production: Food and renewable raw materials
23721,"Pasta, cooked, stuffed or otherwise prepared (but not as a complete dish); couscous, except as a complete dish",通心粉，煮熟、填塞或以其他方式烹制（但不作为整盘菜肴）；粗麦粉，整盘菜肴除外,6.11,Materials production: Food and renewable raw materials
23722,Prepared dishes containing stuffed pasta; prepared couscous dishes,含有带馅面食的预制菜肴；预制粗麦粉菜肴,6.11,Materials production: Food and renewable raw materials
239,Food products n.e.c.,未另列明的食品,6.11,Materials production: Food and renewable raw materials
2391,Coffee and tea,咖啡和茶,6.11,Materials production: Food and renewable raw materials
23911,"Coffee, decaffeinated or roasted",脱除咖啡因的或焙制的咖啡,6.11,Materials production: Food and renewable raw materials
23912,"Coffee substitutes containing coffee; extracts, essences and concentrates of coffee, and preparations with a basis thereof or with a basis of coffee; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",含咖啡的咖啡代用品；咖啡的提取物、精华和浓缩物，以及以其为基础或以咖啡为基础的制剂；烤菊苣和其他烤咖啡代用品，以及其提取物、精华和浓缩物,6.11,Materials production: Food and renewable raw materials
23913,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",绿茶（未经发酵的）、红茶（发酵过的）和经过部分发酵的茶，即时包装，容量不超过3公斤,6.11,Materials production: Food and renewable raw materials
23914,"Extracts, essences and concentrates of tea or maté, and preparations with a basis thereof or with a basis of tea or maté",茶叶或马黛茶的提取物、精华和浓缩物，以及以茶叶或马黛茶为基础或以茶叶或马黛茶为基础的制剂,6.11,Materials production: Food and renewable raw materials
2392,"Spices and aromatics, processed",加工香料和芳香剂,6.11,Materials production: Food and renewable raw materials
23921,"Pepper (piper spp.), processed",辣椒（蒌属），加工品,6.11,Materials production: Food and renewable raw materials
23922,"Chillies and peppers, dry (capsicum spp., pimenta), processed",辣椒和胡椒，干（辣椒属，皮门塔），加工品,6.11,Materials production: Food and renewable raw materials
23923,"Nutmeg, mace, cardamoms, processed",肉豆蔻、肉豆蔻、小豆蔻，加工过的,6.11,Materials production: Food and renewable raw materials
23924,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, processed",八角、八角茴香、芫荽、小茴香、胡荽、茴香和杜松子，加工而成,6.11,Materials production: Food and renewable raw materials
23925,"Cinnamon (canella), processed",肉桂（canella），加工品,6.11,Materials production: Food and renewable raw materials
23926,"Cloves (whole stems), processed",丁香（全茎），加工,6.11,Materials production: Food and renewable raw materials
23927,"Ginger, processed",加工生姜,6.11,Materials production: Food and renewable raw materials
23928,"Vanilla, processed",加工香草,6.11,Materials production: Food and renewable raw materials
23929,"Other spices and aromatics, processed",其他加工香料和芳香剂,6.11,Materials production: Food and renewable raw materials
2399,Other food products,其他食品,6.11,Materials production: Food and renewable raw materials
23991,"Homogenized preparations of meat, vegetables, fruits or nuts; preparations of milk, flour, meal, starch or malt extract, for infant use n.e.c.; homogenized composite food preparations",肉、蔬菜、水果或坚果的均质制剂；奶、面粉、粉末、淀粉或麦芽提取物的制剂，供婴儿使用（未另作规定）；均质复合食品制剂,6.11,Materials production: Food and renewable raw materials
23992,Soups and broths and preparations thereof,汤和肉汤及其制品,6.11,Materials production: Food and renewable raw materials
23993,"Eggs, not in shell, and egg yolks, fresh or preserved; egg albumin",新鲜或保藏的不带壳的蛋类和蛋黄；蛋白,6.11,Materials production: Food and renewable raw materials
23994,Vinegar and substitutes therefor obtained from acetic acid,自醋酸中提炼出来的醋及醋的代用品,6.11,Materials production: Food and renewable raw materials
23995,Sauces; mixed condiments; mustard flour and meal; prepared mustard,酱油；混合调味品；芥末粉；芥末制品,6.11,Materials production: Food and renewable raw materials
23996,"Yeasts (active or inactive); other single-cell micro-organisms, dead; prepared baking powders",酵母（活性或非活性）；其他单细胞微生物，死物；预制发酵粉,6.11,Materials production: Food and renewable raw materials
23997,Other prepared dishes and meals,其他准备好的菜肴和饭菜,6.11,Materials production: Food and renewable raw materials
23998,Meatless meat and meat substitutes,无肉肉类和肉类替代品,6.11,Materials production: Food and renewable raw materials
23999,Other food products n.e.c.,"其他食品,未另说明",6.11,Materials production: Food and renewable raw materials
24,Beverages,饮料,6.11,Materials production: Food and renewable raw materials
241,"Ethyl alcohol; spirits, liqueurs and other spirituous beverages",乙醇；烈酒、甜酒和其他酒精饮料,6.11,Materials production: Food and renewable raw materials
2411,Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher,未变性浓度在80度或80度以上的乙醇,6.11,Materials production: Food and renewable raw materials
24110,Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher,未变性浓度在80度或80度以上的乙醇,6.11,Materials production: Food and renewable raw materials
2413,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages",未变性浓度低于80度的乙醇；烈性酒、利口酒和其他酒精饮料,6.11,Materials production: Food and renewable raw materials
24131,"Spirits, liqueurs and other spirituous beverages of an alcoholic strength by volume of about 40% vol",酒精浓度约为 40% vol 的烈酒、利口酒和其他酒精饮料,6.11,Materials production: Food and renewable raw materials
24139,Other spirituous beverages and undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol,其他酒精饮料和酒精浓度低于 80% vol 的未变性乙醇,6.11,Materials production: Food and renewable raw materials
242,Wines,酒,6.11,Materials production: Food and renewable raw materials
2421,"Wine of fresh grapes, whether or not flavoured; grape must",加香料或未加香料的鲜葡萄酿制的酒，发酵前或中的葡萄汁,6.11,Materials production: Food and renewable raw materials
24211,Sparkling wine of fresh grapes,鲜葡萄酿制的起泡的葡萄酒,6.11,Materials production: Food and renewable raw materials
24212,"Wine of fresh grapes, except sparkling wine; grape must",鲜葡萄酿制的葡萄酒，起泡的葡萄酒除外；发酵前或中的葡萄汁,6.11,Materials production: Food and renewable raw materials
2422,Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances,味美思酒及其他用鲜葡萄酿制的、加了植物香料或芳香质的葡萄酒,6.11,Materials production: Food and renewable raw materials
24220,Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances,味美思酒及其他用鲜葡萄酿制的、加了植物香料或芳香质的葡萄酒,6.11,Materials production: Food and renewable raw materials
2423,"Cider, perry, mead and other fermented beverages, except wine of fresh grapes and beer made from malt",苹果酒、梨酒、蜂蜜酒和其他发酵饮料，新鲜葡萄酿造的葡萄酒和用麦芽酿造的啤酒除外,6.11,Materials production: Food and renewable raw materials
24230,"Cider, perry, mead and other fermented beverages, except wine of fresh grapes and beer made from malt",苹果酒、梨酒、蜂蜜酒和其他发酵饮料，新鲜葡萄酿造的葡萄酒和用麦芽酿造的啤酒除外,6.11,Materials production: Food and renewable raw materials
243,Malt liquors and malt,麦芽酒和麦芽,6.11,Materials production: Food and renewable raw materials
2431,Beer made from malt,麦芽酿制的啤酒,6.11,Materials production: Food and renewable raw materials
24310,Beer made from malt,麦芽酿制的啤酒,6.11,Materials production: Food and renewable raw materials
2432,"Malt, whether or not roasted",不论是否烤过的麦芽,6.11,Materials production: Food and renewable raw materials
24320,"Malt, whether or not roasted",不论是否烤过的麦芽,6.11,Materials production: Food and renewable raw materials
244,Soft drinks; bottled mineral waters,软饮料；瓶装矿泉水,6.11,Materials production: Food and renewable raw materials
2441,"Bottled waters, not sweetened or flavoured",瓶装水，不加糖或香精,6.9,Materials production: Water
24410,"Bottled waters, not sweetened or flavoured",瓶装水，不加糖或香精,6.9,Materials production: Water
2442,Milk from non-animal origin ,非动物来源的牛奶,6.11,Materials production: Food and renewable raw materials
24421,Coconut milk,椰奶,6.11,Materials production: Food and renewable raw materials
24422,Almond milk,杏仁乳,6.11,Materials production: Food and renewable raw materials
24423,Soy milk,豆浆,6.11,Materials production: Food and renewable raw materials
24424,Rice milk,米浆,6.11,Materials production: Food and renewable raw materials
24425,Oat milk,燕麦奶,6.11,Materials production: Food and renewable raw materials
